timestamp,video_id,title,views
2026-03-03T23:16:31.998428Z,c9VS_cgInT4,"Subscribe, I’ll Double Your Bank Account",26671655
2026-03-03T23:24:33.076985Z,5OLs1GWB4OA,I Built 10 Schools Around The World,44848658
