timestamp,views,vph
2026-04-10T23:19:56.111187Z,78612980,0.0
2026-04-10T23:58:08.958992Z,78699818,136344.3
2026-04-11T02:23:53.035787Z,79023750,133365.2
2026-04-11T04:32:39.830461Z,78879739,-67096.3
2026-04-11T05:47:19.881001Z,79071363,153981.8
2026-04-11T06:54:41.900210Z,79251121,160100.4
2026-04-11T07:46:35.357226Z,79379232,148131.0
2026-04-11T08:36:32.296685Z,79482565,124126.2
2026-04-11T09:25:00.467620Z,79607255,154352.7
2026-04-11T10:02:12.381013Z,79721112,183647.4
2026-04-11T10:55:15.462320Z,79876620,175876.4
2026-04-11T11:25:59.010706Z,79935967,115890.2
2026-04-11T11:52:15.038513Z,80003839,155034.8
2026-04-11T12:42:28.676515Z,80106382,122494.7
2026-04-11T13:42:25.264713Z,80278551,172332.3
2026-04-11T14:21:51.923320Z,80360232,124247.6
2026-04-11T15:01:01.508862Z,80463973,158950.4
2026-04-11T15:47:55.737120Z,80580577,149161.5
2026-04-11T16:29:56.181010Z,80679429,141192.3
2026-04-11T17:05:24.600470Z,80798039,200616.5
2026-04-11T17:49:15.538864Z,80924664,173265.2
2026-04-11T18:35:59.868420Z,81066304,181827.4
2026-04-11T19:23:57.461217Z,81201366,168968.7
2026-04-11T19:55:19.969520Z,81286931,163629.6
2026-04-11T20:26:00.483425Z,81358292,139580.4
2026-04-11T20:58:44.268200Z,81444504,158043.4
2026-04-11T21:36:36.461177Z,81516150,113514.0
2026-04-11T22:01:30.257107Z,81576330,145031.9
2026-04-11T22:51:31.832993Z,81686159,131725.6
2026-04-11T23:28:00.290686Z,81756719,116070.8
2026-04-11T23:59:22.211711Z,81815057,111597.0
2026-04-12T02:58:14.713765Z,81669928,-48680.6
2026-04-12T05:25:13.738983Z,81911744,98711.3
2026-04-12T06:52:12.435926Z,82056670,99973.9
2026-04-12T08:00:46.044775Z,82171635,100610.9
2026-04-12T09:04:30.103054Z,82263926,86883.5
2026-04-12T09:59:58.592893Z,82357790,101520.6
2026-04-12T10:46:05.676610Z,82419782,80652.1
2026-04-12T11:29:58.998914Z,82492031,98771.2
2026-04-12T11:59:17.042422Z,82544199,106826.0
2026-04-12T13:10:18.908739Z,82649816,89214.7
2026-04-12T14:04:00.569884Z,82740115,100903.3
2026-04-12T14:57:21.150458Z,82828675,99611.9
2026-04-12T15:35:11.288214Z,82897439,109046.4
2026-04-12T16:06:11.238621Z,82966178,133046.8
2026-04-12T16:56:45.524033Z,83070520,123795.6
2026-04-12T17:32:25.768636Z,83158568,148101.2
2026-04-12T18:07:01.267610Z,83220977,108249.8
2026-04-12T19:07:44.643786Z,83379268,156406.5
2026-04-12T19:51:27.853092Z,83475236,131703.1
2026-04-12T20:29:06.053529Z,83565757,144307.7
2026-04-12T21:02:43.082074Z,83640063,132621.6
2026-04-12T21:50:01.738283Z,83741457,128588.4
2026-04-12T22:27:38.093814Z,83811793,112220.6
2026-04-12T23:03:07.594678Z,83874224,105541.9
2026-04-12T23:50:56.067783Z,83959267,106730.9
2026-04-13T02:04:57.488289Z,83819679,-62491.0
2026-04-13T05:23:08.391744Z,84120366,91033.7
2026-04-13T07:25:13.660342Z,84265208,71182.5
2026-04-13T09:17:58.679689Z,84378389,60229.2
2026-04-13T11:00:43.223321Z,84492314,66530.5
2026-04-13T12:10:12.032266Z,84565541,63235.6
2026-04-13T14:06:39.582726Z,84714609,76800.1
2026-04-13T15:44:25.368399Z,84849522,82800.0
2026-04-13T16:47:07.585185Z,84938256,84908.0
2026-04-13T17:55:47.256430Z,85053115,100370.2
2026-04-13T19:07:05.686405Z,85164369,93612.5
