timestamp,views,vph
2026-08-08T16:24:48.273058Z,527169,0.0
2026-08-08T17:01:46.044213Z,1340614,1320425.7
2026-08-08T17:44:45.496734Z,2134845,1108464.5
2026-08-08T18:04:28.146686Z,2483582,1061559.4
2026-08-08T18:57:03.724498Z,3654792,1336159.7
2026-08-08T19:26:18.578362Z,4460792,1653471.0
2026-08-08T19:52:22.607355Z,5080016,1425297.4
2026-08-08T20:20:51.105457Z,5909984,1748837.1
2026-08-08T20:56:39.558042Z,6831617,1544310.9
2026-08-08T21:26:11.309617Z,7563083,1486256.7
2026-08-08T21:54:51.052641Z,8273523,1487189.6
2026-08-08T22:21:08.217321Z,8807471,1218777.5
2026-08-08T22:55:45.632676Z,9653616,1466303.8
2026-08-08T23:22:22.995559Z,10233143,1306088.4
2026-08-08T23:53:08.464218Z,10818982,1142810.2
2026-08-09T01:10:59.973217Z,12485553,1284307.8
2026-08-09T03:08:04.040987Z,14593117,1080176.1
2026-08-09T04:35:02.449741Z,16328104,1196907.6
2026-08-09T05:33:52.992524Z,17367919,1060271.5
2026-08-09T06:28:06.641362Z,18522244,1277203.0
2026-08-09T07:32:07.299665Z,19861045,1254910.8
2026-08-09T08:22:23.212436Z,20813532,1136953.7
2026-08-09T09:10:03.576863Z,21692984,1106861.5
2026-08-09T09:54:33.124259Z,22618383,1247940.5
2026-08-09T10:26:18.026659Z,23114694,937958.6
2026-08-09T11:01:01.628673Z,23710418,1029278.3
2026-08-09T11:43:18.712904Z,24382685,953914.4
2026-08-09T12:03:22.777684Z,24662638,837023.7
2026-08-09T13:14:10.765933Z,25937256,1080187.7
2026-08-09T13:59:21.401441Z,26696253,1008025.3
2026-08-09T14:38:27.124811Z,27290517,912021.6
2026-08-09T15:05:45.338675Z,27768210,1049737.7
2026-08-09T15:45:31.497317Z,28482470,1077604.8
2026-08-09T16:13:05.709217Z,28969968,1060923.8
2026-08-09T16:53:43.581017Z,29698788,1076246.9
2026-08-09T17:24:30.603822Z,30350076,1269414.1
2026-08-09T17:56:41.852328Z,30969652,1154938.7
2026-08-09T18:35:06.776341Z,31670194,1094158.1
2026-08-09T19:19:06.611823Z,32295527,852780.0
2026-08-09T19:55:06.800832Z,33001322,1176222.1
2026-08-09T20:24:02.849667Z,33401370,829569.3
2026-08-09T21:01:21.881330Z,33954819,889856.3
2026-08-09T21:46:05.508792Z,34515715,752424.0
2026-08-09T22:22:47.790233Z,35008469,805489.4
2026-08-09T22:57:59.026209Z,35439408,734820.9
2026-08-09T23:30:59.221561Z,35818635,689435.6
2026-08-10T00:03:36.439888Z,36137990,587404.1
2026-08-10T02:32:24.493092Z,37659470,613496.3
2026-08-10T04:17:30.633743Z,38637666,558424.8
2026-08-10T05:52:49.118350Z,39441636,506129.2
2026-08-10T07:18:16.511276Z,40116842,474069.7
2026-08-10T08:55:36.362664Z,40851526,452898.9
2026-08-10T10:11:11.325622Z,41438978,466338.4
2026-08-10T11:19:57.538644Z,42001397,490694.1
2026-08-10T12:06:39.198951Z,42412166,527818.6
2026-08-10T13:41:15.538900Z,43262230,539120.4
2026-08-10T14:42:51.040673Z,43850752,573313.0
2026-08-10T15:38:11.173596Z,44380647,574561.9
2026-08-10T16:30:04.974746Z,44891904,591086.3
2026-08-10T17:27:23.510799Z,45439075,572864.6
2026-08-10T18:12:26.140911Z,45927757,650941.9
2026-08-10T19:15:59.521277Z,46533190,571555.6
2026-08-10T20:06:58.486051Z,47071152,633110.7
2026-08-10T21:00:07.941643Z,47526158,513574.0
2026-08-10T21:48:47.403058Z,47932784,501412.2
2026-08-10T22:29:57.994001Z,48378521,649501.8
2026-08-10T23:07:43.670785Z,48664510,454416.3
2026-08-10T23:50:00.779248Z,48998279,473597.6
2026-08-11T01:11:53.403077Z,49588287,432361.4
2026-08-11T03:11:13.427582Z,50470988,443814.6
2026-08-11T04:38:22.525552Z,51025103,381483.4
2026-08-11T05:40:47.475264Z,51431028,390213.5
2026-08-11T06:34:43.333274Z,51742484,346505.2
2026-08-11T07:53:20.212127Z,52177932,332341.1
2026-08-11T08:46:38.356625Z,52425787,278998.7
2026-08-11T09:54:14.686555Z,52814923,345358.9
2026-08-11T10:44:21.026754Z,53097634,338537.7
2026-08-11T11:31:37.111347Z,53421277,410818.1
2026-08-11T12:28:04.210378Z,53797658,400039.0
2026-08-11T13:53:48.521730Z,54403822,424194.9
2026-08-11T14:51:56.817978Z,54819917,429419.4
2026-08-11T15:54:21.280940Z,55253745,417090.7
2026-08-11T16:51:57.630316Z,55658864,421956.3
2026-08-11T17:53:03.463868Z,56129823,462501.2
2026-08-11T18:53:08.714297Z,56477488,347158.7
2026-08-11T19:57:37.035227Z,56775304,277158.4
2026-08-11T20:40:46.125870Z,57060981,397219.5
2026-08-11T21:28:00.688778Z,57382361,408164.5
2026-08-11T22:12:02.959364Z,57664799,384811.8
2026-08-11T23:02:15.793513Z,57941140,330196.6
2026-08-11T23:57:55.608262Z,58306670,394006.3
2026-08-12T01:54:38.872512Z,58912146,311242.5
2026-08-12T04:00:13.321073Z,59525507,293067.2
2026-08-12T05:41:29.763333Z,59947386,249943.0
2026-08-12T06:58:04.446102Z,60273187,255269.8
2026-08-12T08:17:29.701661Z,60624103,265105.9
2026-08-12T09:38:25.193490Z,60984915,267516.3
2026-08-12T10:41:50.473538Z,61300775,298820.6
2026-08-12T11:29:07.707534Z,61463467,206430.3
2026-08-12T12:11:44.041900Z,61646915,258343.7
2026-08-12T13:45:22.905871Z,62125470,306609.7
2026-08-12T14:44:38.793380Z,62451156,329726.3
2026-08-12T15:39:59.931175Z,62777099,353311.1
2026-08-12T16:34:42.033361Z,63069028,320204.7
2026-08-12T17:40:26.980859Z,63450567,348177.1
2026-08-12T18:34:52.780828Z,63749295,329297.8
2026-08-12T19:46:45.328468Z,64153910,337761.8
2026-08-12T20:36:20.848462Z,64414607,315410.1
2026-08-12T21:27:10.762977Z,64664868,295398.3
2026-08-12T22:10:05.914762Z,64859885,272629.1
2026-08-12T22:59:16.841519Z,65040471,220306.9
2026-08-12T23:45:54.126637Z,65216950,227121.8
2026-08-13T01:21:03.498390Z,65579770,228773.3
2026-08-13T03:37:56.252739Z,66026101,195645.9
2026-08-13T05:22:34.270459Z,66358850,190808.1
2026-08-13T06:54:35.095829Z,66645303,186789.2
2026-08-13T08:14:21.948035Z,66872583,170928.2
2026-08-13T09:33:54.210857Z,67086865,161645.6
2026-08-13T10:43:26.225743Z,67355113,231469.2
2026-08-13T11:28:48.625269Z,67456398,133935.5
2026-08-13T12:10:33.266620Z,67605562,214398.1
2026-08-13T13:44:31.419826Z,67995476,248962.8
2026-08-13T14:45:06.449062Z,68231016,233270.2
2026-08-13T15:40:42.835321Z,68483419,272345.8
2026-08-13T16:33:44.347450Z,68726300,274828.9
2026-08-13T17:41:01.331201Z,69026540,267740.5
2026-08-13T18:36:42.244042Z,69286415,280028.3
2026-08-13T19:43:10.375533Z,69540230,229113.3
2026-08-13T20:20:48.004843Z,69701306,256850.7
2026-08-13T21:12:10.784233Z,69886824,216643.7
2026-08-13T22:02:19.132218Z,70044800,189045.2
2026-08-13T23:00:19.874017Z,70214549,175565.0
2026-08-13T23:49:55.764743Z,70253768,47444.1
2026-08-14T01:20:38.924354Z,70471868,144247.1
2026-08-14T03:35:48.494255Z,70785865,139389.5
2026-08-14T05:19:10.837679Z,71022420,137302.6
2026-08-14T06:51:59.462883Z,71223150,129767.8
2026-08-14T08:08:52.236913Z,71385967,127069.1
2026-08-14T09:19:12.381848Z,71509353,105254.6
2026-08-14T10:31:22.569845Z,71675717,138310.5
2026-08-14T11:26:55.037350Z,71802601,137070.3
2026-08-14T12:06:36.859844Z,71823094,30974.1
2026-08-14T13:39:24.609663Z,72049053,146100.7
2026-08-14T14:37:56.163178Z,72185979,140374.8
2026-08-14T15:29:50.930542Z,72341990,180315.1
2026-08-14T16:24:59.502589Z,72475280,145030.5
2026-08-14T17:25:29.632013Z,72652415,175664.8
2026-08-14T18:14:02.613608Z,72768946,144014.5
2026-08-14T19:14:57.175668Z,72924119,152856.3
2026-08-14T19:56:56.263233Z,73003144,112933.7
2026-08-14T20:27:29.056209Z,73083600,158032.9
2026-08-14T20:55:50.300827Z,73179977,203943.2
2026-08-14T21:19:09.844083Z,73253976,190345.2
2026-08-14T21:47:59.566765Z,73395385,294308.7
2026-08-14T22:15:20.320432Z,73466248,155481.5
2026-08-14T22:42:24.460265Z,73520464,120172.9
2026-08-14T22:59:33.693557Z,73560061,138500.4
2026-08-14T23:25:35.423728Z,73614395,125247.2
2026-08-14T23:45:25.584510Z,73652405,114972.7
2026-08-15T00:01:28.480220Z,73680926,106632.1
2026-08-15T01:47:48.602320Z,73877456,110892.5
2026-08-15T02:46:29.345962Z,73991001,116101.0
2026-08-15T03:32:47.737706Z,74082252,118235.2
2026-08-15T04:09:56.665066Z,74159399,124602.2
2026-08-15T04:45:24.077923Z,74236670,130757.7
2026-08-15T05:03:58.764065Z,74261179,79154.5
2026-08-15T05:38:32.535056Z,74329801,119125.6
2026-08-15T05:59:27.832889Z,74375498,131051.9
2026-08-15T06:42:36.386042Z,74461937,120214.0
2026-08-15T07:16:28.575704Z,74521762,105979.3
2026-08-15T07:50:28.596053Z,74604340,145724.4
2026-08-15T08:19:51.338680Z,74643561,80100.0
2026-08-15T08:53:15.734892Z,74711382,121810.0
2026-08-15T09:19:34.033773Z,74785164,168292.1
2026-08-15T09:48:10.695883Z,74832728,99746.1
2026-08-15T10:15:48.047179Z,74899488,145012.1
2026-08-15T10:45:48.119736Z,74973657,148332.0
2026-08-15T11:13:38.304585Z,75034911,132029.9
2026-08-15T11:33:57.372169Z,75090687,164710.8
2026-08-15T11:55:32.121059Z,75139040,134443.7
2026-08-15T12:23:32.375508Z,75194537,118904.1
2026-08-15T13:06:40.485656Z,75252011,79945.0
2026-08-15T13:42:04.742858Z,75325330,124254.4
2026-08-15T13:58:53.468755Z,75366595,147268.9
2026-08-15T14:24:23.380031Z,75437649,167195.6
2026-08-15T14:46:03.851811Z,75483806,127773.0
2026-08-15T15:13:38.865168Z,75548944,141688.8
2026-08-15T15:34:58.881925Z,75608735,168160.0
2026-08-15T15:55:36.101842Z,75672155,184536.3
2026-08-15T16:16:05.705764Z,75723187,149410.1
2026-08-15T16:48:27.589366Z,75800385,143115.1
2026-08-15T17:14:38.859904Z,75890685,206889.9
2026-08-15T17:35:42.475431Z,75952406,175841.1
2026-08-15T17:56:26.391894Z,76020154,196068.5
2026-08-15T18:20:47.829348Z,76091161,174913.5
2026-08-15T18:54:05.354825Z,76190027,178179.3
2026-08-15T19:16:47.499909Z,76263863,195140.4
2026-08-15T19:43:12.447134Z,76325610,140250.2
2026-08-15T19:56:21.821264Z,76360508,159154.9
2026-08-15T20:16:50.074148Z,76405119,130754.5
2026-08-15T20:46:55.165484Z,76501873,192962.2
2026-08-15T21:00:37.491979Z,76542987,179989.8
2026-08-15T21:35:05.097747Z,76634470,159285.1
2026-08-15T21:56:40.815877Z,76686060,143336.7
2026-08-15T22:13:45.932953Z,76720901,122354.4
2026-08-15T22:38:16.271008Z,76774980,132407.9
2026-08-15T22:57:18.830014Z,76821445,146402.9
2026-08-15T23:18:11.791944Z,76871796,144668.1
2026-08-15T23:42:18.053350Z,76916585,111487.7
2026-08-15T23:56:34.534221Z,76948599,134562.7
2026-08-16T01:04:05.401863Z,77075157,112471.9
2026-08-16T02:34:13.062341Z,77239370,109320.3
2026-08-16T03:31:21.934022Z,77336310,101778.1
2026-08-16T04:20:32.776461Z,77426543,110083.4
2026-08-16T04:58:49.345180Z,77461361,54579.2
2026-08-16T05:29:47.122245Z,77530949,134847.6
2026-08-16T05:55:18.489559Z,77579702,114610.5
2026-08-16T06:28:11.232347Z,77633246,97710.9
2026-08-16T07:09:21.331465Z,77711642,114256.8
2026-08-16T07:43:44.671396Z,77777200,114381.9
2026-08-16T08:00:56.183620Z,77814846,131385.4
2026-08-16T08:45:26.704773Z,77891048,102724.2
2026-08-16T09:04:31.101948Z,77934521,136755.7
2026-08-16T09:39:39.127709Z,78005848,121809.3
