timestamp,views,vph
2026-05-02T16:29:52.666919Z,965770,0.0
2026-05-02T17:25:08.377286Z,2531092,1699533.0
2026-05-02T18:07:34.085378Z,3409337,1241965.6
2026-05-02T19:16:38.454732Z,5706304,1995256.8
2026-05-02T20:03:39.993740Z,7221809,1933632.0
